las_marcas_de_un_relevo_esperan_a_su_listado_y_solo_con_attach	a_handoffs_marks_wait_for_their_listing_and_only_with_attach
las_marcas_no_viajan	marks_do_not_travel
las_marcas_que_se_consumen_son_las_del_origen	the_marks_consumed_are_the_sources
las_marcas_se_consumen_al_enviar	marks_are_consumed_on_send
las_marcas_sobreviven_a_un_refresco	marks_survive_a_refresh
las_pestanas_se_abren_se_recorren_y_se_cierran	tabs_open_cycle_and_close
las_secciones_salen_en_el_orden_fijo	sections_come_out_in_fixed_order
las_teclas_de_un_dialogo_las_pone_el_preset	a_dialogs_keys_are_set_by_the_preset
las_teclas_llegan_como_bytes_de_terminal	keys_arrive_as_terminal_bytes
layout_places_esta_atado_en_los_siete_presets_y_en_las_dos_pantallas	layout_places_is_bound_in_all_seven_presets_and_both_screens
layout_preview_esta_atado_en_los_siete_presets_y_en_las_dos_pantallas	layout_preview_is_bound_in_all_seven_presets_and_both_screens
learn_registra_y_check_reconoce	learn_records_and_check_recognizes
lee_las_dos_formas_de_sha256sum_y_tolera_crlf	reads_both_sha256sum_forms_and_tolerates_crlf
limit_cero_es_error_en_las_dos_tools	limit_zero_is_an_error_in_both_tools
list_dir_y_stat_leen_bajo_scope	list_dir_and_stat_read_under_scope
listado_con_slash_inyectado_corta	listing_with_injected_slash_cuts_off
listado_con_ufffd_corta	listing_with_ufffd_cuts_off
listado_filtra_self_entry	listing_filters_self_entry
listado_key_fuera_de_prefijo_corta	listing_key_outside_prefix_cuts_off
listado_segmento_vacio_corta	listing_empty_segment_cuts_off
listar_devuelve_los_toml_ordenados_y_sin_extension	listing_returns_the_tomls_sorted_and_without_extension
listar_el_dir_vigilado_no_dispara_refrescos	listing_the_watched_dir_does_not_trigger_refreshes
lo_aportado_no_se_cuela_delante_de_lo_de_serie	contributed_entries_do_not_cut_ahead_of_stock_ones
lo_copiado_vuelve_a_leerse_igual_para_todo_el_corpus_hostil	the_copy_reads_back_identical_for_the_whole_hostile_corpus
lo_creado_que_dejo_de_ser_un_fichero_no_se_abre	a_created_item_that_stopped_being_a_file_does_not_open
lo_elegido_en_el_menu_corre_y_el_menu_se_cierra_antes	the_menu_choice_runs_and_the_menu_closes_first
lo_leido_no_se_vuelve_a_pedir	what_was_read_is_not_requested_again
lo_que_el_arbol_no_menciona_se_tira	what_the_tree_does_not_mention_is_dropped
lo_que_ensena_sale_del_listado_y_no_de_una_peticion	what_it_shows_comes_from_the_listing_and_not_a_request
lo_que_no_llego_se_vuelve_a_mandar	what_did_not_arrive_is_sent_again
lo_recordado_en_la_sesion_gana_a_la_env_var	what_is_remembered_in_the_session_wins_over_the_env_var
lo_tecleado_mientras_el_shell_esta_ocupado_no_arrastra_un_cd	what_is_typed_while_the_shell_is_busy_does_not_drag_in_a_cd
los_acordes_con_modificador_siguen_su_camino	chords_with_a_modifier_go_their_own_way
los_ajustes_salen_enteros_en_el_idioma_del_host	settings_come_out_whole_in_the_hosts_language
los_atajos_con_control_no_se_los_queda	control_shortcuts_are_not_kept
los_atributos_se_ponen_y_se_quitan	attributes_are_set_and_unset
los_bits_de_clase_no_caben	the_class_bits_do_not_fit
los_bordes_del_pane_no_son_filas	the_panes_borders_are_not_rows
los_botones_de_disposicion_caen_en_el_borde_derecho	layout_buttons_fall_on_the_right_edge
los_botones_de_disposicion_y_de_pestana_se_pulsan	layout_and_tab_buttons_are_clickable
los_botones_de_la_barra_de_pestanas_se_pulsan	tab_bar_buttons_are_clickable
los_botones_de_la_ficha_disparan_el_comando_de_su_tecla	the_cards_buttons_fire_their_keys_command
los_cinco_ficheros_son_los_cinco_arboles	the_five_files_are_the_five_trees
los_cinco_parsean_a_lo_que_dicen_ser	all_five_parse_into_what_they_claim_to_be
los_cinco_presets_pintan_lo_que_dicen	the_five_presets_paint_what_they_say
los_comandos_de_perfil_existen_y_no_los_ata_ningun_preset	profile_commands_exist_and_no_preset_binds_them
los_comandos_no_salen_hasta_que_se_escribe	commands_do_not_show_until_typed
los_contextos_del_corpus_son_pantallas_que_la_tui_tiene	the_corpus_contexts_are_screens_the_tui_has
los_digitos_que_no_son_octales_se_rechazan	non_octal_digits_are_rejected
los_digitos_se_acumulan_y_sobreviven_a_una_secuencia	digits_accumulate_and_survive_a_sequence
los_dos_cargadores_denuncian_el_mismo_defecto	both_loaders_report_the_same_defect
los_dos_contadores_se_dicen_por_separado	the_two_counters_are_reported_separately
los_dos_idiomas_tienen_las_mismas_claves	both_languages_have_the_same_keys
los_esquemas_prohiben_la_lista_vacia_de_criteria	schemas_forbid_an_empty_criteria_list
los_flags_se_leen_como_en_el_tui	flags_are_read_the_same_as_in_the_tui
los_huecos_auxiliares_se_abren_y_se_cierran	auxiliary_slots_open_and_close
los_huerfanos_tienen_tope_y_se_purga_el_mas_antiguo	orphans_have_a_cap_and_the_oldest_is_purged
los_minimos_del_manifiesto_mandan_y_hay_respaldo	the_manifests_minimums_rule_and_there_is_a_fallback
los_nombres_de_dispositivo_de_windows_se_rechazan_en_todas_partes	windows_device_names_are_rejected_everywhere
los_paneles_de_un_borde_comparten_sitio_en_pestanas	panes_on_one_edge_share_room_as_tabs
los_paneles_de_un_borde_se_agrupan_con_su_tira	panes_on_one_edge_group_with_their_strip
los_paneles_de_un_mismo_borde_se_agrupan_en_pestanas	panes_on_the_same_edge_group_into_tabs
los_presets_de_fabrica_pasan_las_dos_reglas_nuevas	the_factory_presets_pass_both_new_rules
los_presets_ligan_las_operaciones_de_archivo	presets_bind_file_operations
los_rechazos_de_un_lote_se_dicen_una_sola_vez	a_batchs_rejections_are_reported_only_once
los_siete_presets_marcan_moviendose	all_seven_presets_mark_while_moving
los_tamanos_arrastrados_vuelven_al_abrir	dragged_sizes_come_back_on_open
los_tamanos_tienen_que_ser_tantos_como_hijos	sizes_must_be_as_many_as_children
los_topes_de_la_config_son_los_del_historial	the_configs_caps_are_the_historys
los_tres_cambios_de_una_extension_viajan_por_su_nombre	an_extensions_three_changes_travel_by_its_name
los_tres_caminos_dejan_las_unidades_pedidas	the_three_paths_leave_the_requested_units
los_tres_codigos_y_el_contador_acolchado	the_three_codes_and_the_padded_counter
los_tres_presets_de_fabrica_cargan_y_cubren_lo_basico	the_three_factory_presets_load_and_cover_the_basics
lua_invalido_sigue_siendo_error	invalid_lua_is_still_an_error
mandar_la_sesion_no_bloquea_el_bucle	sending_the_session_does_not_block_the_loop
marcar_todo_invertir_y_por_patron	mark_all_invert_and_by_pattern
mark_pattern_modal_enmascara_el_patron_hostil_y_su_error	mark_pattern_modal_masks_the_hostile_pattern_and_its_error
mayus_al_soltar_decide_copiar_o_mover	shift_on_drop_decides_copy_or_move
modal_de_aprobacion_enmascara_marca_y_no_oculta_el_destino	approval_modal_masks_the_mark_and_does_not_hide_the_destination
modal_de_confirmacion_sigue_la_reinterpretacion	confirmation_modal_follows_the_reinterpretation
modal_de_plan_ai_enmascara_y_no_oculta_el_destino	ai_plan_modal_masks_and_does_not_hide_the_destination
modal_semantic_enmascara_hits_hostiles	semantic_modal_masks_hostile_hits
move_renombra_dentro_del_scope	move_renames_within_scope
mover_donde_no_cabe_se_rehusa_y_se_dice	moving_where_it_does_not_fit_is_refused_and_reported
mover_es_otro_verbo_y_lo_dice	move_is_a_different_verb_and_says_so
mover_lo_que_no_se_mueve_no_cambia_nada	moving_what_does_not_move_changes_nothing
mover_no_puede_dejar_nada_fuera_de_la_vista	moving_cannot_leave_anything_outside_the_view
mover_relista_el_origen_aunque_el_provider_lo_escriba_distinto	moving_relists_the_source_even_if_the_provider_spells_it_differently
mover_relista_tambien_el_origen	moving_also_relists_the_source
mover_un_hueco_lo_suelta_al_lado_o_como_pestana	moving_a_slot_drops_it_beside_or_as_a_tab
mover_una_pestana_no_da_la_vuelta	moving_a_tab_does_not_flip_it_over
mover_una_pestana_se_lleva_el_activo	moving_a_tab_takes_the_active_one_with_it
mover_y_girar_reparten_los_listados	move_and_rotate_redistribute_the_listings
multipart_invisible_hasta_commit_y_abort_sin_rastro	multipart_invisible_until_commit_and_abort_leaves_no_trace
nada_serializado_lleva_una_ruta_cruda	nothing_serialized_carries_a_raw_path
nav_enter_sobre_un_fichero_deja_un_opener_armado	nav_enter_on_a_file_leaves_an_opener_armed
ni_uno_ni_tres	neither_one_nor_three
ningun_auth_llega_a_la_cadena_ambiente_por_descuido	no_auth_reaches_the_environment_chain_by_accident
ningun_byte_de_control_llega_a_una_celda	no_control_byte_reaches_a_cell
ningun_nombre_del_corpus_sale_del_directorio_de_layouts	no_corpus_name_escapes_the_layouts_directory
ningun_numero_del_puente_pasa_de_donde_f64_es_exacto	no_bridge_number_exceeds_where_f64_is_exact
ningun_preset_ata_un_acorde_que_el_terminal_no_entrega	no_preset_binds_a_chord_the_terminal_cannot_deliver
ningun_preset_deja_una_pantalla_sin_listado_usable	no_preset_leaves_a_screen_without_a_usable_listing
ningun_preset_nombra_un_kind_que_no_existe	no_preset_names_a_kind_that_does_not_exist
ningun_preset_repite_un_hueco	no_preset_repeats_a_slot
ningun_texto_hereda_el_frente_del_terminal_con_tema_de_fondo	no_text_inherits_the_terminals_foreground_with_a_background_theme
ninguna_frase_publicable_interpola_userinfo	no_publishable_phrase_interpolates_userinfo
ninguna_seccion_pasa_del_tope	no_section_exceeds_the_cap
ninguna_secuencia_tumba_la_rejilla	no_sequence_brings_down_the_grid
ninguna_superficie_enmascara_en_silencio	no_surface_masks_silently
no_existe_una_tool_de_aplicar	there_is_no_apply_tool
no_hace_falta_avisar_de_miniatura_compara_el_path	no_thumbnail_notice_needed_compares_the_path
no_hace_falta_avisar_de_miniatura_cuando_no_es_imagen	no_thumbnail_notice_needed_when_it_is_not_an_image
no_hace_falta_avisar_de_miniatura_cuando_un_previewer_ya_sustituyo_la_vista	no_thumbnail_notice_needed_when_a_previewer_already_replaced_the_view
no_hace_falta_avisar_de_miniatura_cuando_ya_hay_una_colocada	no_thumbnail_notice_needed_when_one_is_already_placed
no_leido_y_sin_hijos_no_son_lo_mismo	unread_and_childless_are_not_the_same
no_se_cierra_el_ultimo_listado	the_last_listing_does_not_close
no_se_puede_cerrar_el_ultimo_panel	the_last_pane_cannot_be_closed
node_id_es_el_mismo_para_variantes_de_caja_plegadas	node_id_is_the_same_for_folded_case_variants
node_id_follow_sobre_cadena_es_notfound	node_id_follow_on_a_string_is_notfound
nombre_con_nbsp_final_se_rechaza	a_name_with_trailing_nbsp_is_rejected
nombre_hostil_bytes_crudos_round_trip	hostile_name_raw_bytes_round_trip
nombre_hostil_round_trip_byte_fiel_por_el_puente	hostile_name_round_trips_byte_faithful_through_the_bridge
nombre_no_utf8_se_rechaza_limpio	a_non_utf8_name_is_rejected_cleanly
norte_lang_gana_a_la_config_y_la_config_al_entorno	norte_lang_wins_over_config_and_config_over_the_environment
off_no_pinta_nada_y_deja_el_visor_como_estaba	off_paints_nothing_and_leaves_the_viewer_as_it_was
omitidas_del_contenedor_se_ven_en_la_status_bar	container_omissions_show_in_the_status_bar
pane_list_rows_cuenta_las_filas_que_de_verdad_se_pintan	pane_list_rows_counts_the_rows_actually_painted
parse_chord_rechaza_tokens_multi_codepoint_sin_partir	parse_chord_rejects_multi_codepoint_tokens_without_splitting
partir_abre_otro_listado_y_le_da_el_foco	splitting_opens_another_listing_and_gives_it_focus
partir_da_tres_paneles_y_los_tres_cuadran	splitting_gives_three_panes_and_all_three_add_up
partir_en_el_mismo_eje_reparte_a_partes_iguales	splitting_on_the_same_axis_divides_evenly
partir_en_el_otro_eje_sigue_anidando	splitting_on_the_other_axis_keeps_nesting
partir_lee_el_tamano_en_binario	splitting_reads_the_size_in_binary
partir_rehusa_un_tamano_que_no_vale	splitting_refuses_a_size_that_is_not_valid
partir_sin_sitio_se_niega_y_lo_dice	splitting_with_no_room_is_denied_and_says_so
partir_sin_sitio_se_rehusa_y_se_dice	splitting_with_no_room_is_refused_and_reported
partir_un_hueco_deja_a_los_dos_al_mismo_peso	splitting_a_slot_leaves_both_at_the_same_weight
partir_un_hueco_fijo_no_se_une_a_sus_hermanos	splitting_a_fixed_slot_does_not_merge_with_its_siblings
partir_una_pestana_corta_dentro_de_ella	splitting_a_tab_cuts_inside_it
path_display_marca_paths_con_segmentos_hostiles	path_display_flags_paths_with_hostile_segments
pedir_sincronizar_abre_el_plan	requesting_sync_opens_the_plan
pegar_llena_el_campo_de_contrasena	pasting_fills_the_password_field
perder_la_propiedad_se_dice_y_se_vuelve_a_preguntar	losing_ownership_is_reported_and_asked_again
picker_cancel_no_toca_nada	picker_cancel_touches_nothing
picker_cicla_formato_y_persiste_spec	picker_cycles_format_and_persists_the_spec
pide_la_raiz_y_luego_lo_que_se_abre	asks_for_the_root_and_then_what_gets_opened
ping_responde_con_un_tool_suspendido_en_vuelo	ping_responds_with_a_tool_suspended_in_flight
places_no_toma_roles_y_es_unico	places_takes_no_roles_and_is_unique
plan_ia_confirma_como_confirmacion_no_como_aprobacion_de_agente	ai_plan_confirms_as_a_confirmation_not_as_an_agent_approval
plan_ia_no_confirma_sin_un_lote_aplicable	ai_plan_does_not_confirm_without_an_applicable_batch
plegar_desde_la_app_esconde_las_filas	folding_from_the_app_hides_the_rows
plegar_desde_una_fila_pliega_su_propia_seccion	folding_from_a_row_folds_its_own_section
plegar_una_seccion_esconde_sus_filas_y_recoloca_el_cursor	folding_a_section_hides_its_rows_and_relocates_the_cursor
populares_desde_sesion_quita_repetidas_y_respeta_el_tope	popular_from_session_removes_duplicates_and_respects_the_cap
populares_expulsa_la_menos_visitada_y_en_empate_la_mas_vieja	popular_evicts_the_least_visited_and_on_a_tie_the_oldest
preview_del_match_bajo_el_cursor_en_la_barra	preview_of_the_match_under_the_cursor_in_the_bar
processes_y_metadata_se_enfocan_pero_no_son_destino	processes_and_metadata_can_be_focused_but_are_not_a_destination
profile_start_no_inventa_un_hueco_que_el_layout_no_tiene	profile_start_does_not_invent_a_slot_the_layout_does_not_have
profile_start_siembra_un_hueco_sin_sesion	profile_start_seeds_a_slot_without_a_session
pulsar_el_borde_del_panel_no_dispara_su_zona	pressing_the_panes_border_does_not_trigger_its_zone
pulsar_el_indicador_de_sesion_pide_la_ayuda	pressing_the_session_indicator_opens_help
pulsar_la_marca_de_una_rama_la_pliega_y_la_despliega	pressing_a_branchs_mark_folds_and_unfolds_it
pulsar_un_titulo_abre_su_menu_y_fuera_cierra	pressing_a_title_opens_its_menu_and_outside_closes_it
pulsar_una_cabecera_pliega_su_seccion	pressing_a_header_folds_its_section
pulsar_una_fila_del_arbol_la_selecciona_y_repulsarla_la_activa	pressing_a_tree_row_selects_it_and_pressing_again_activates_it
pulsar_una_fila_del_sidebar_la_selecciona_y_repulsarla_la_activa	pressing_a_sidebar_row_selects_it_and_pressing_again_activates_it
pulsar_una_zona_del_panel_deja_su_comando_para_el_despacho	pressing_a_panel_zone_leaves_its_command_for_dispatch
que_cuenta_como_ruta_tecleada	what_counts_as_a_typed_path
quitar_una_ruta_borra_su_punto_de_salto	removing_a_path_erases_its_jump_point
reabrir_un_id_huerfano_recupera_su_estado	reopening_an_orphan_id_recovers_its_state
read_file_frontera_multibyte_cae_a_base64_fiel	read_file_multibyte_boundary_falls_back_to_faithful_base64
read_file_texto_y_binario_fiel	read_file_text_and_binary_faithful
rebase_conserva_la_forma	rebase_preserves_the_shape
rebase_reasigna_desde_la_base_y_devuelve_el_mapa	rebase_reassigns_from_the_base_and_returns_the_map
recargar_como_cicla_y_marca_forzado	reload_as_cycles_and_marks_forced
recargar_como_vence_al_bom	reload_as_overrides_the_bom
recargar_la_config_reemplaza_los_favoritos_del_sidebar	reloading_the_config_replaces_the_sidebars_favorites
recordar_vacio_es_error_y_no_pasa_como_secreto	remembering_empty_is_an_error_and_does_not_pass_as_a_secret
redimensionar_con_la_alterna_puesta_no_pierde_lo_de_abajo	resizing_with_the_alt_screen_on_does_not_lose_what_is_below
redimensionar_conserva_lo_que_cabe	resizing_preserves_what_fits
refreshed_a_medias_conserva_el_fill_del_pane_no_relistado	a_partial_refresh_preserves_the_unrelisted_panes_fill
refreshed_de_ambos_paneles_suelta_los_dos_huecos	a_refresh_of_both_panes_releases_both_slots
refreshed_vacio_no_toca_nada	an_empty_refresh_touches_nothing
reinterpretar_nombres_pinta_legible_con_badge_e_indicador	reinterpreting_names_paints_it_readable_with_a_badge_and_indicator
rename_dentro_de_su_subarbol_se_rechaza	renaming_into_its_own_subtree_is_rejected
rename_dir_con_listado_hostil_no_muta_nada	renaming_a_dir_with_a_hostile_listing_mutates_nothing
rep_repite_el_ultimo	rep_repeats_the_last_one
replaced_de_otro_pane_no_toca	a_replaced_from_another_pane_does_not_touch_it
request_scope_devuelve_id_y_hint_humano	request_scope_returns_id_and_a_human_hint
require_contra_servidor_sin_tls_falla	require_against_a_server_without_tls_fails
require_rechaza_cert_desconocido	require_rejects_an_unknown_cert
reset_limpia_el_contador	reset_clears_the_counter
reset_rompe_la_secuencia_pendiente	reset_breaks_the_pending_sequence
restaurar_la_sesion_no_puede_colgar_el_arranque	restoring_the_session_cannot_hang_startup
restaurar_una_sesion_no_apaga_la_fila_de_subir	restoring_a_session_does_not_turn_off_the_parent_row
retroceder_sobre_un_escape_borra_la_letra_entera	backspacing_over_an_escape_erases_the_whole_character
revelar_activa_la_pestana_del_hueco	revealing_activates_the_slots_tab
revelar_conserva_medidas_y_los_grupos_ajenos	revealing_preserves_sizes_and_unrelated_groups
revelar_lo_que_ya_se_ve_no_cambia_el_arbol	revealing_what_is_already_visible_does_not_change_the_tree
rewatch_a_menos_dirs_actualiza_el_conjunto	rewatch_with_fewer_dirs_updates_the_set
run_cerrado_mata_bindings_stasheados	run_closed_kills_stashed_bindings
ruta_por_defecto_y_override	default_path_and_override
s3_bucket_invalido_se_rechaza	an_invalid_s3_bucket_is_rejected
salir_funciona_con_el_teclado_dentro_de_un_panel_lateral	exiting_works_with_the_keyboard_inside_a_side_panel
scheme_ajeno_se_rechaza	a_foreign_scheme_is_rejected
scheme_invalido_con_password_inline_no_eco	an_invalid_scheme_with_an_inline_password_is_not_echoed
scroll_del_plan_clampa_en_ambos_extremos	the_plans_scroll_clamps_at_both_ends
se_salta_lo_que_no_es_una_linea_de_sumas_y_cuenta_lo_que_lo_parecia	it_skips_what_is_not_a_checksum_line_and_counts_what_looked_like_one
secreto_vacio_es_error_y_no_pasa_como_secreto	an_empty_secret_is_an_error_and_does_not_pass_as_a_secret
secreto_vacio_nombra_el_origen_y_los_espacios_pasan	an_empty_secret_names_the_source_and_spaces_pass
seguir_a_la_propia_raiz_no_tira_nada	following_to_its_own_root_drops_nothing
seguir_a_otro_provider_reancla	following_to_another_provider_re_anchors
seguir_a_un_hermano_sube_al_ancestro_comun_una_vez	following_a_sibling_rises_to_the_common_ancestor_once
seguir_dos_veces_al_mismo_sitio_no_toca_el_cursor	following_twice_to_the_same_place_does_not_touch_the_cursor
seguir_hacia_arriba_sube_la_raiz_sin_vaciar	following_upward_raises_the_root_without_emptying_it
seguir_revela_la_rama_y_conserva_lo_abierto	following_reveals_the_branch_and_preserves_what_is_open
seguir_una_rama_sin_listar_espera_a_que_llegue	following_an_unlisted_branch_waits_for_it_to_arrive
selected_devuelve_la_entrada_bajo_el_cursor	selected_returns_the_entry_under_the_cursor
semantic_hits_confirma_como_decision_y_cursor_es_inerte	semantic_hits_confirms_as_a_decision_and_the_cursor_is_inert
semantic_query_modal_edita_y_confirma	semantic_query_modal_edits_and_confirms
semantic_query_vacia_no_confirma	an_empty_semantic_query_does_not_confirm
sesion_ilegal_rechazada_en_connect	an_illegal_session_is_rejected_in_connect
set_drives_sustituye_no_fusiona	set_drives_replaces_it_does_not_merge
si_el_escritor_se_muere_la_pantalla_se_entera	if_the_writer_dies_the_screen_finds_out
si_el_padre_tampoco_basta_se_numera_hasta_encontrar_hueco	if_the_parent_is_not_enough_either_it_numbers_until_it_finds_room
si_los_fijos_no_caben_se_recortan_y_los_pesos_se_quedan_sin_nada	if_the_fixed_ones_do_not_fit_they_are_trimmed_and_the_weighted_ones_get_nothing
si_muere_el_hueco_seguido_se_degrada_al_activo_y_lo_dice	if_the_followed_slot_dies_it_degrades_to_active_and_says_so
sin_barra_de_menus_la_de_paneles_se_muda_a_la_fila_cero	without_a_menu_bar_the_panes_bar_moves_to_row_zero
sin_barras_fijadas_un_click_arriba_no_abre_nada	without_pinned_bars_a_click_above_opens_nothing
sin_conexiones_configuradas_el_selector_lo_dice	with_no_connections_configured_the_selector_says_so
sin_configuracion_quedan_las_de_fabrica	without_configuration_the_factory_ones_remain
sin_daemon_no_se_sondea_ni_se_nombra_a_nadie	without_a_daemon_nothing_is_polled_nor_is_anyone_named
sin_el_flag_del_preset_un_digito_es_una_tecla	without_the_presets_flag_a_digit_is_a_key
sin_escritorio_detras_copiar_se_rehusa	without_a_desktop_behind_it_copying_is_refused
sin_fichero_ni_preset_manda_el_error_del_fichero	with_neither_file_nor_preset_the_files_error_wins
sin_foco_el_aviso_sale_y_lleva_el_nombre	without_focus_the_notice_appears_and_carries_the_name
sin_grupo_los_comandos_de_pestana_lo_dicen	without_a_group_tab_commands_say_so
sin_los_bytes_un_nombre_honesto_con_reemplazo_sale_marcado_de_mas	without_the_bytes_an_honest_name_with_a_replacement_gets_over_flagged
sin_marcas_es_uno_de_cada_panel	with_no_marks_it_is_one_from_each_pane
sin_nada_enfocable_no_hay_foco	with_nothing_focusable_there_is_no_focus
sin_otro_hueco_el_destino_se_pregunta_fuera	with_no_other_slot_the_destination_is_asked_outside
sin_papelera_el_borrado_avisa_de_que_no_hay_vuelta	without_a_trash_deletion_warns_there_is_no_going_back
sin_perfil_el_destino_sigue_siendo_el_usuario	without_a_profile_the_destination_is_still_the_user
sin_perfil_la_clave_sigue_siendo_default	without_a_profile_the_key_is_still_default
sin_visor_no_hay_nada_que_soltar	without_a_viewer_there_is_nothing_to_drop
sincronizar_dos_veces_no_duplica_al_huerfano	syncing_twice_does_not_duplicate_the_orphan
sincronizar_el_mismo_directorio_no_encola_nada	syncing_the_same_directory_queues_nothing
slot_ids_recorre_tambien_las_pestanas_ocultas	slot_ids_also_walks_hidden_tabs
snapshot_ayuda_cuerpo_con_foco	snapshot_help_body_with_focus
snapshot_ayuda_filtro_hostil	snapshot_help_hostile_filter
snapshot_ayuda_pagina_de_plugin_hostil	snapshot_help_hostile_plugin_page
snapshot_columna_de_iconos_a_la_izquierda_del_nombre	snapshot_icon_column_to_the_left_of_the_name
snapshot_decoracion_de_plugin_badge_hostil_enmascarado	snapshot_plugin_decoration_masked_hostile_badge
snapshot_extensions_ficha_con_ajustes_80x24	snapshot_extensions_card_with_settings_80x24
snapshot_modal_papelera_y_permanente	snapshot_modal_trash_and_permanent
snapshot_modal_pinta_encima_de_la_palette	snapshot_modal_paints_over_the_palette
snapshot_modal_pinta_encima_del_overlay_de_ajustes	snapshot_modal_paints_over_the_settings_overlay
snapshot_palette_fila_de_plugin_hostil	snapshot_palette_hostile_plugin_row
sobre_la_fila_de_subir_el_visor_dice_directorio	over_the_parent_row_the_viewer_says_directory
sobre_la_fila_de_subir_la_hoja_la_describe	over_the_parent_row_the_sheet_describes_it
sobre_una_unidad_el_cursor_ya_no_esta_en_una_cabecera	over_a_drive_the_cursor_is_no_longer_on_a_header
solo_se_aparta_el_cromo_del_eje_que_falta	only_the_chrome_of_the_missing_axis_is_set_aside
solo_vim_trae_los_contadores_encendidos	only_vim_ships_with_counters_turned_on
soltar_confirmado_copia_y_respeta_las_marcas	a_confirmed_drop_copies_and_respects_the_marks
soltar_en_el_panel_de_origen_no_somete_nada	dropping_on_the_source_pane_submits_nothing
soltar_junto_a_un_fijo_entra_como_hermano	dropping_next_to_a_fixed_one_enters_as_a_sibling
soltar_junto_a_una_pestana_parte_su_grupo	dropping_next_to_a_tab_splits_its_group
soltar_lo_que_no_es_ruta_se_dice	dropping_something_that_is_not_a_path_is_reported
soltar_pregunta_antes_de_copiar	dropping_asks_before_copying
soltar_y_tomar_la_sesion_no_dejan_mensaje	dropping_and_taking_the_session_leave_no_message
sort_junta_las_variantes_de_normalizacion	sort_groups_normalization_variants_together
sort_pone_dirs_primero_y_por_bytes	sort_puts_dirs_first_and_by_bytes
spelling_twins_referencian_ids_reales_y_distintos	spelling_twins_reference_real_and_distinct_ids
store_in_age_rechaza_el_vacio	store_in_age_rejects_the_empty_one
subir_desde_el_final_acaba_arrastrando_la_ventana	dragging_up_from_the_end_ends_up_dragging_the_window
subir_el_anillo_del_daemon_se_anuncia_tambien_en_mezcla	raising_the_daemons_ring_is_announced_in_the_mix_too
subir_el_nivel_se_lo_pide_tambien_al_daemon	raising_the_level_also_asks_the_daemon
substitute_auto_toma_el_eje_del_corte	substitute_auto_takes_the_cuts_axis
sync_plan_con_limit_bajo_trunca_y_no_trae_lo_que_no_supo	sync_plan_with_a_low_limit_truncates_and_does_not_bring_what_it_could_not_know
